gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
12	895249849	834a4794-f762-11e1-a439-00145eb45e9a	08376FD3-F0EA-474C-8E1C-74E8A28D412E	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Alacant (Alacantí), Serra de Fontcalent	Alacant	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	38.33	-0.54	7071	NA	150	0	NA	NA	1985-12-02T00:00:00	2	12	1985	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	4152-1				CC_BY_NC_4_0		J. Güenes & R. Mossi			2023-09-07T09:10:08.367Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
13	895246103	834a4794-f762-11e1-a439-00145eb45e9a	05C0E527-FC2D-4667-BB97-D7F484E0F9CC	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Bel (El Baix Maestrat), camí de La Pobla	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.66	0.1	7071	NA	1000	0	NA	NA	1992-08-11T00:00:00	11	8	1992	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	35877-1	3273			CC_BY_NC_4_0		Villaescusa & Tirado			2023-09-07T09:10:07.003Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
14	895246042	834a4794-f762-11e1-a439-00145eb45e9a	76C07197-7EE3-4A82-9953-0CE097CD5176	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	La Pobla de Benifassà (El Baix Maestrat), capçalera del bc. de La Tenalla	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.66	0.22	7071	NA	1000	0	NA	NA	1994-08-23T00:00:00	23	8	1994	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	35875-2	4130			CC_BY_NC_4_0		Villaescusa & Tirado			2023-09-07T09:10:08.605Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
16	895241345	834a4794-f762-11e1-a439-00145eb45e9a	70246CC9-0B98-4C7A-B0E5-0605967192B2	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Cabanes (La Plana Alta), S. Santes, vessant NO	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.12	0.01	7071	NA	300	0	NA	NA	1991-09-30T00:00:00	30	9	1991	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	29439-1	1106			CC_BY_NC_4_0		J. Tirado & C. Villaescusa			2023-09-07T09:10:07.504Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
17	895240274	834a4794-f762-11e1-a439-00145eb45e9a	4456E21D-65F1-481A-A52D-81EE7513745D	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Serra d´En Galzeran (La Plana Alta), Saragossa, 30TYK56	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.25	-0.06	100	NA	1000	0	NA	NA	1992-08-01T00:00:00	1	8	1992	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	28287-1	3227			CC_BY_NC_4_0		J. Tirado & C. Villaescusa			2023-09-07T09:10:06.621Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
18	895240115	834a4794-f762-11e1-a439-00145eb45e9a	EFE5349C-A339-4DB5-B971-0D123F352C68	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Les Coves de Vinromà (La Plana Alta), Bc. de l´Orenga del Bosc	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.3	0.12	7071	NA	500	0	NA	NA	1992-07-29T00:00:00	29	7	1992	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	28168-1	3214			CC_BY_NC_4_0		J. Tirado & C. Villaescusa			2023-09-07T09:10:08.064Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
19	895240043	834a4794-f762-11e1-a439-00145eb45e9a	2134B44B-8DF1-4F22-85A7-D4ACF4588D31	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Xert (El Baix Maestrat), bc. de la Barcella	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.57	0.11	7071	NA	600	0	NA	NA	1992-08-12T00:00:00	12	8	1992	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	28100-1	3250			CC_BY_NC_4_0		Villaescusa & Tirado			2023-09-07T09:10:06.110Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
20	895239392	834a4794-f762-11e1-a439-00145eb45e9a	2C3878D3-C8F3-45E9-893D-A7E8C78E99A3	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Vilafamés (La Plana Alta), Rbla. de la Viuda. Alts del Comte	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.12	-0.01	7071	NA	190	0	NA	NA	1992-02-24T00:00:00	24	2	1992	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	27312-1	1506			CC_BY_NC_4_0		J. Tirado & C. Villaescusa			2023-09-07T09:10:08.416Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
21	895239006	834a4794-f762-11e1-a439-00145eb45e9a	7DCDB2FD-AE8D-4361-B3ED-DDE7A83A7255	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Serra d´En Galzeran (La Plana Alta), Rbla. Carbonera, Mas dels Bancals	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.3	-0.12	7071	NA	400	0	NA	NA	1992-09-12T00:00:00	12	9	1992	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	26970-1	3512			CC_BY_NC_4_0		J. Tirado & C. Villaescusa			2023-09-07T09:10:06.134Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
23	895234954	834a4794-f762-11e1-a439-00145eb45e9a	AC081798-9601-4A86-81CA-E9D62A83BC87	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Godelleta (Foia de Bunyol), Senda del Prado	València	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	39.43	-0.69	NA	NA	260	0	NA	NA	2013-11-07T00:00:00	7	11	2013	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	219983-1				CC_BY_NC_4_0		F. Campestre			2023-09-07T09:10:07.360Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
24	895232842	834a4794-f762-11e1-a439-00145eb45e9a	59481F6A-F069-4567-9ED3-A05DF9A22E41	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Chulilla (Serrans), afueras del pueblo	València	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	39.65	-0.89	707	NA	320	0	NA	NA	2003-11-21T00:00:00	21	11	2003	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	218017-1				CC_BY_NC_4_0		C. Torres Gómez, G. Mateo & J. Fabado			2023-09-07T09:10:05.769Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
25	895219829	834a4794-f762-11e1-a439-00145eb45e9a	7CE1B9F3-6106-4C5A-B09C-8A38AB904645	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Paterna (Horta), La Canyada- La Vallesa	València	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	39.52	-0.49	707	NA	100	0	NA	NA	2002-10-21T00:00:00	21	10	2002	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	205351-1				CC_BY_NC_4_0		A. Peña			2023-09-07T09:10:07.617Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
26	895215012	834a4794-f762-11e1-a439-00145eb45e9a	BE019570-E53C-4522-A787-4F2DC2BCF854	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Llombai (Ribera Alta), a Montroi	València	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	39.32	-0.62	7071	NA	NA	NA	NA	NA	1983-12-01T00:00:00	NA	12	1983	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	200157-1				CC_BY_NC_4_0		G. Mateo & R. Figuerola			2023-09-07T09:10:07.922Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
27	895213709	834a4794-f762-11e1-a439-00145eb45e9a	366F8A09-8FF6-4A2C-A7E0-B5755D7AFE17	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Alcoi (Alcoià), Els Canalons	Alacant	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	38.68	-0.52	707	NA	650	0	NA	NA	1985-02-03T00:00:00	3	2	1985	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	198782-1				CC_BY_NC_4_0		G. Ballester			2023-09-07T09:10:08.474Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
28	895213413	834a4794-f762-11e1-a439-00145eb45e9a	DB1F6E01-572A-4F3D-AD51-8CA31F7770D1	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Orpesa (La Plana Alta), Camp de batalla	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.03	0.13	7071	NA	80	0	NA	NA	1989-04-22T00:00:00	22	4	1989	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	19839-1	10			CC_BY_NC_4_0		J. Tirado & C. Villaescusa			2023-09-07T09:10:07.671Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
29	895213188	834a4794-f762-11e1-a439-00145eb45e9a	41ABB938-0E7D-4B03-9BFE-C97D1BAC7EA0	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Xàbia (Marina Alta), cap de Sant Antoni	Alacant	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	38.77	0.18	7071	NA	150	0	NA	NA	1988-01-03T00:00:00	3	1	1988	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	197789-1				CC_BY_NC_4_0		J. B. Peris & al.			2023-09-07T09:10:06.679Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
30	895213101	834a4794-f762-11e1-a439-00145eb45e9a	4C7B56E3-BF23-4FF6-B3AC-56BDE13BA0B6	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Vilafamés (La Plana Alta), vessant sud del Mollet	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.12	-0.12	7071	NA	400	0	NA	NA	1989-05-01T00:00:00	1	5	1989	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	19840-1	54			CC_BY_NC_4_0		J. Tirado & C. Villaescusa			2023-09-07T09:10:07.324Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
32	895207904	834a4794-f762-11e1-a439-00145eb45e9a	378195BD-3250-4170-BA52-FD6BBA2DD38E	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Sot de Chera (Serrans), La Tejería	València	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	39.61	-0.9	707	NA	485	0	NA	NA	2008-05-17T00:00:00	17	5	2008	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	192288-1				CC_BY_NC_4_0		F. de B. Cascales			2023-09-07T09:10:05.525Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
34	895205277	834a4794-f762-11e1-a439-00145eb45e9a	E0B2A5B7-84E6-4509-81C9-83B827A9EFD5	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Benidorm (La Marina Baixa), La Creu	Alacant	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	38.53	-0.09	707	NA	205	0	NA	NA	2008-05-19T00:00:00	19	5	2008	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	189671-1				CC_BY_NC_4_0		A. Aguilella, C. Torres, E. Lluzar, M. Sánchez & L. Moreno			2023-09-07T09:10:07.688Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
35	895204028	834a4794-f762-11e1-a439-00145eb45e9a	16B7604C-F08D-4E31-BB42-0A081B3E6B75	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Serra (El Camp de Túria), Serra Calderona, entre la Font de Barraix i El Garbí	València	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	39.68	-0.38	7071	NA	NA	NA	NA	NA	1987-02-07T00:00:00	7	2	1987	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	188459-1				CC_BY_NC_4_0		M. J. Marqués & J. Güemes			2023-09-07T09:10:08.305Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
36	895203547	834a4794-f762-11e1-a439-00145eb45e9a	44788E17-19DD-4E60-806E-0B827BE23989	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Serra (El Camp del Túria), font del Berro	València	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	39.71	-0.46	71	NA	600	0	NA	NA	1989-10-25T00:00:00	25	10	1989	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	187985-1				CC_BY_NC_4_0		A. Aranda, C. Giner & I. Baeza			2023-09-07T09:10:08.468Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
37	895203415	834a4794-f762-11e1-a439-00145eb45e9a	4EE8A4DF-A530-4615-0A9F-FC9C7C9FD099	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Chiva (Foia de Bunyol), bco. de la Alhóndiga, pr. fte. del Enebro	València	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	39.52	-0.81	7	NA	480	0	NA	NA	2008-11-13T00:00:00	13	11	2008	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	187815-1				CC_BY_NC_4_0		J. Riera, I. Balada & B. Mascarós			2023-09-07T09:10:07.331Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
38	895202569	834a4794-f762-11e1-a439-00145eb45e9a	0A646D3D-990B-43CE-ADB8-0FFAF7ED5B73	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Argelita (L´Alt Millars), Pla de la Llacuna	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.04	-0.36	7071	NA	NA	NA	NA	NA	1992-02-06T00:00:00	6	2	1992	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	18684-1		C. Jiménez		CC_BY_NC_4_0		A. Aguilella			2023-09-07T09:10:05.073Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
39	895202247	834a4794-f762-11e1-a439-00145eb45e9a	D04DA133-0140-4D33-BE6E-FE887F36FE3C	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Eslida (La Plana Baixa)	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	39.85	-0.25	7071	NA	500	0	NA	NA	1992-03-17T00:00:00	17	3	1992	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	18648-1				CC_BY_NC_4_0		A. Aguilella			2023-09-07T09:10:07.899Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
40	895201297	834a4794-f762-11e1-a439-00145eb45e9a	30D997BC-08FD-4FDA-B83D-EAB28A1D948E	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Serra (Camp del Túria), Porta-Coeli	València	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	39.68	-0.49	7071	NA	NA	NA	NA	NA	1989-06-08T00:00:00	8	6	1989	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	185506-1				CC_BY_NC_4_0		A. Aguilella			2023-09-07T09:10:08.425Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
41	895191858	834a4794-f762-11e1-a439-00145eb45e9a	ACF617E8-381F-40AB-9984-8869FC19CCF5	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Onda (La Plana Baixa), El Sitjar	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.01	-0.24	707	NA	180	0	NA	NA	1988-07-09T00:00:00	9	7	1988	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	175860-1				CC_BY_NC_4_0		A. Aguilella			2023-09-07T09:10:06.274Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
42	895191830	834a4794-f762-11e1-a439-00145eb45e9a	144B1446-4EE8-43D2-89C9-08BCEA9EA236	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Torreblanca (La Plana Alta), cantera cap a Vilanova d´Alcolea Km 7	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.21	0.12	7071	NA	250	0	NA	NA	1988-07-26T00:00:00	26	7	1988	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	175859-1				CC_BY_NC_4_0		A. Aguilella, X. Riera & I. Boira			2023-09-07T09:10:07.062Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
43	895191051	834a4794-f762-11e1-a439-00145eb45e9a	7E6C320C-C8F4-4402-AC64-49FCED32D6BA	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Aín (La Plana Baixa), cim de l´ Espadà	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	39.95	-0.37	7071	NA	1083	0	NA	NA	1990-05-11T00:00:00	11	5	1990	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	17491-1				CC_BY_NC_4_0		A. Aguilella & J. Güemes			2023-09-07T09:10:08.620Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
44	895184787	834a4794-f762-11e1-a439-00145eb45e9a	24D8C879-EA03-4640-9131-E52BC4226E82	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Herbers (Els Ports), Molí del Baró, 31TBF41	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.7	2e-04	100	NA	740	0	NA	NA	1989-06-01T00:00:00	NA	6	1989	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	168534-1				CC_BY_NC_4_0		A. Aguilella			2023-09-07T09:10:07.127Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
45	895184771	834a4794-f762-11e1-a439-00145eb45e9a	85A7AFAA-C680-4E3F-9DDD-C6CE73F51125	Plantae	Tracheophyta	Pinopsida	Pinales	Cupressaceae	Juniperus	Juniperus oxycedrus	oxycedrus	SUBSPECIES	Juniperus oxycedrus subsp. oxycedrus	Juniperus oxycedrus L. subsp. oxycedrus	L.	ES	Morella (Els Ports), La Pobla d´Alcolea	Castelló	PRESENT	NA	8209258a-80e8-4094-aba2-a3febe5ed45b	40.75	-0.1	7071	NA	920	0	NA	NA	1989-06-01T00:00:00	NA	6	1989	7230657	2684451	PRESERVED_SPECIMEN	VAL	VAL	168553-1				CC_BY_NC_4_0		A. Aguilella			2023-09-07T09:10:06.074Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
